,tweet_id,coordinates,place_full_name,place_country_code,place_bb_coord,created_at,text,label,text_clean,lon,lat
10,848700318418321408,"{'type': 'Point', 'coordinates': [-77.0367, 38.8951]}","Washington, DC",US,"[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",2017-04-03 00:54:58,"Y'all nigga terrible @ Washington, District of Columbia https://t.co/dWKMyjt2nJ",hateful,"['yall', 'nigga', 'terrible', 'washington', 'district', 'columbia']",-77.0143985,38.89860285
11,850596538099412994,,"Connerton, FL",US,"[[[-82.520132, 28.251311], [-82.4412132, 28.251311], [-82.4412132, 28.324493], [-82.520132, 28.324493]]]",2017-04-08 06:29:52,"Whew, I'd be sick. But, I'm not an idiot so I don't bet on the Knicks. \xf0\x9f\x98\x82 https://t.co/f6VmAZ7Kxs",normal,"['whew', 'sick', 'idiot', 'bet', 'knicks']",-82.4806726,28.287902000000003
12,848349066429857792,,"Olathe, KS",US,"[[[-94.901766, 38.825503], [-94.714404, 38.825503], [-94.714404, 38.9477434], [-94.901766, 38.9477434]]]",2017-04-02 01:39:13,Omg why can't nobody answer the fucking phone!!!!!!!!,abusive,"['omg', 'answer', 'fucking', 'phone']",-94.808085,38.8866232
13,847842763609698304,,"Kalamazoo, MI",US,"[[[-85.649602, 42.215555], [-85.481775, 42.215555], [-85.481775, 42.365493], [-85.649602, 42.365493]]]",2017-03-31 16:07:21,"This isn't a dairy farm simulator??? It's a stupid fucking minigame, come on PETA https://t.co/9bTrWCp61L",abusive,"['dairy', 'farm', 'simulator', 'stupid', 'fucking', 'minigame', 'come', 'peta']",-85.56568850000001,42.290524000000005
14,850042151790669824,,"Augusta, GA",US,"[[[-82.21201, 33.338854], [-81.9143598, 33.338854], [-81.9143598, 33.542581], [-82.21201, 33.542581]]]",2017-04-06 17:46:56,she rocked his ass tbh I feel bad for bruh but s/o to who raised him https://t.co/eWAkskOobC,abusive,"['rock', 'ass', 'tbh', 'feel', 'bad', 'bruh', 'raise']",-82.06318490000001,33.4407175
15,848651186353963008,,"Siesta Acres, TX",US,"[[[-100.497381, 28.749745], [-100.485327, 28.749745], [-100.485327, 28.764111], [-100.497381, 28.764111]]]",2017-04-02 21:39:44,I fucking hate that I've been locking myself out all this week,abusive,"['fucking', 'hate', 'lock', 'week']",-100.491354,28.756928
16,847671774439329792,,"Springdale, AR",US,"[[[-94.223887, 36.133324], [-94.0838914, 36.133324], [-94.0838914, 36.23998], [-94.223887, 36.23998]]]",2017-03-31 04:47:54,"*takes one snap* &amp; says,\n""oh my god, i\'m so fuckin ugly"" \xf0\x9f\x98\x82",abusive,"['snap', 'amp', 'god', 'fuckin', 'ugly']",-94.15388920000001,36.186652
17,847876167050944514,,"Billings, MT",US,"[[[-108.6928791, 45.723722], [-108.432965, 45.723722], [-108.432965, 45.8711694], [-108.6928791, 45.8711694]]]",2017-03-31 18:20:05,"""Another day in fucking paradise, fellas!"" - things you hear in the hallways of City College\xf0\x9f\x98\x82",abusive,"['day', 'fuck', 'paradise', 'fella', 'thing', 'hear', 'hallway', 'city']",-108.56292205,45.7974457
18,850006756063358976,,"Middlefield, OH",US,"[[[-81.100067, 41.433494], [-81.043108, 41.433494], [-81.043108, 41.475721], [-81.100067, 41.475721]]]",2017-04-06 15:26:17,Taking an online Latin class was probably the worst decision I have made,normal,"['online', 'latin', 'class', 'probably', 'bad', 'decision']",-81.07158749999999,41.4546075
19,847518879484129280,,"Chicago, IL",US,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]",2017-03-30 18:40:21,Trump and his evil cabal of criminals will be caught and his lying ass will be impeached and it won't b a moment too soon.,abusive,"['trump', 'evil', 'cabal', 'criminal', 'catch', 'lie', 'ass', 'impeach', 'moment', 'soon']",-87.732013,41.833584450000004
20,847626857633546243,,"Georgia, USA",US,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",2017-03-31 01:49:25,Stupid lil bitch done pissed me off. I ain't let nobody make me this mad in months \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f,abusive,"['stupid', 'lil', 'bitch', 'piss', 'let', 'mad', 'month']",-83.1738665,32.6782075
21,848366799972442113,,"McKinney, TX",US,"[[[-96.803319, 33.137357], [-96.595889, 33.137357], [-96.595889, 33.251946], [-96.803319, 33.251946]]]",2017-04-02 02:49:41,@lilchickenxx @goofballrhy @xoxonyzhe @queen_kya21 Billy bad ass huh?,abusive,"['billy', 'bad', 'ass', 'huh']",-96.699604,33.1946515
22,849802619266760704,,"Georgia, USA",US,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",2017-04-06 01:55:07,$600 to shoot the video.\n$300 for the edits i want. \n= a fucking movie! \xf0\x9f\x8e\xa5,abusive,"['shoot', 'edit', 'want', 'fucking', 'movie']",-83.1738665,32.6782075
23,848044270565040128,,"Portland, OR",US,"[[[-122.7900653, 45.421863], [-122.471751, 45.421863], [-122.471751, 45.6509405], [-122.7900653, 45.6509405]]]",2017-04-01 05:28:04,@YELLOWCLAW yoooooooo that album is fucking FIIIIRE!!!! CANT WAIT TO SEE YOU GUYS AGAIN AT DISO!!!!,abusive,"['yoooooooo', 'album', 'fuck', 'fiiiire', 'cant', 'wait', 'guys', 'diso']",-122.63090815,45.536401749999996
24,849105324619575297,,"Rensselaer, IN",US,"[[[-87.171323, 40.926362], [-87.128667, 40.926362], [-87.128667, 40.95541], [-87.171323, 40.95541]]]",2017-04-04 03:44:19,If you snapchat me a picture of your 2k myplayers shoes with a bunch of stupid ass emojis I'm deleting you,abusive,"['snapchat', 'picture', 'myplayer', 'shoe', 'bunch', 'stupid', 'ass', 'emojis', 'delete']",-87.14999499999999,40.940886
25,848617514498220032,,"Sigsbee, SC",US,"[[[-82.034962, 34.968082], [-81.9652629, 34.968082], [-81.9652629, 35.019515], [-82.034962, 35.019515]]]",2017-04-02 19:25:56,"@m_d3mps3y Debts because you\'re so fucking in the hole because all you and your pathetic ass ""boyfriend"" do are put\xe2\x80\xa6 https://t.co/9gDwpQGcUI",abusive,"['debts', 'fucking', 'hole', 'pathetic', 'boyfriend']",-82.00011244999999,34.9937985
26,848218430675316736,,"Elyria, OH",US,"[[[-82.178311, 41.303092], [-82.050455, 41.303092], [-82.050455, 41.4185873], [-82.178311, 41.4185873]]]",2017-04-01 17:00:07,Ugh why do the eyeshadows in this palette crease so fucking bad,abusive,"['ugh', 'eyeshadow', 'palette', 'crease', 'fuck', 'bad']",-82.114383,41.36083965
27,848341567035387905,,"Union, NJ",US,"[[[-74.312288, 40.670152], [-74.222196, 40.670152], [-74.222196, 40.722201], [-74.312288, 40.722201]]]",2017-04-02 01:09:25,"Tired of the wack ass niggaz getting recognition, nomore games ! Y'all gonna know my name !!",hateful,"['tired', 'wack', 'ass', 'niggaz', 'recognition', 'nomore', 'game', 'yall', 'know']",-74.267242,40.6961765
28,848740319504076800,,"University City, MO",US,"[[[-90.366578, 38.645912], [-90.297186, 38.645912], [-90.297186, 38.683509], [-90.366578, 38.683509]]]",2017-04-03 03:33:55,@TSESlamSHADY I got rid of mine because his IV's was bad (he has awful shitty speed)\nI can't tell what your IV's are :eyes:,hateful,"['rid', 'bad', 'awful', 'shitty', 'tell', 'eye']",-90.33188200000001,38.6647105
29,849400867862261761,,"Fountainebleau, FL",US,"[[[-80.386249, 25.761172], [-80.3204156, 25.761172], [-80.3204156, 25.783404], [-80.386249, 25.783404]]]",2017-04-04 23:18:42,Remember everybody used to wear them ugly ass roshes,abusive,"['remember', 'everybody', 'use', 'wear', 'ugly', 'ass', 'roshe']",-80.3533323,25.772288
30,849966973094166528,,"Easton, MA",US,"[[[-71.16858, 41.99342], [-71.060205, 41.99342], [-71.060205, 42.095723], [-71.16858, 42.095723]]]",2017-04-06 12:48:12,Sick of being sick. One of those years where I have gotten every damn germ that I've come in contact with... \xf0\x9f\x98\xa4\xf0\x9f\x99\x81,abusive,"['sick', 'sick', 'year', 'damn', 'germ', 'come', 'contact']",-71.11439250000001,42.044571499999996
31,850358054159761409,,"Portland, OR",US,"[[[-122.7900653, 45.421863], [-122.471751, 45.421863], [-122.471751, 45.6509405], [-122.7900653, 45.6509405]]]",2017-04-07 14:42:13,"@NSF @nrao @geminisouth I have shared this with everyone I know, walking around like an idiot shoving my phone in p\xe2\x80\xa6 https://t.co/NAr3TDmzy9",abusive,"['share', 'know', 'walk', 'like', 'idiot', 'shove', 'phone']",-122.63090815,45.536401749999996
32,847543596509212672,,"Kalamazoo, MI",US,"[[[-85.649602, 42.215555], [-85.481775, 42.215555], [-85.481775, 42.365493], [-85.649602, 42.365493]]]",2017-03-30 20:18:34,@_hvdea I be a bad bitch when I have my bob in \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x98\x82\xf0\x9f\x98\x8d,abusive,"['bad', 'bitch', 'bob']",-85.56568850000001,42.290524000000005
33,849161020803137536,,"Bakersfield, CA",US,"[[[-119.172179, 35.255821], [-118.878147, 35.255821], [-118.878147, 35.4379816], [-119.172179, 35.4379816]]]",2017-04-04 07:25:38,I hit one month of unemployment gosh I really fucking hate myself \xf0\x9f\x99\x82,abusive,"['hit', 'month', 'unemployment', 'gosh', 'fucking', 'hate']",-119.02516299999999,35.3469013
34,849645852960456704,,"Birmingham, AL",US,"[[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]]",2017-04-05 15:32:11,\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 nigga was getting filthy on they ass https://t.co/S3T9RlyimD,hateful,"['nigga', 'filthy', 'ass']",-86.793917,33.5422375
35,849408958666334208,,"Port Arthur, TX",US,"[[[-94.053284, 29.823923], [-93.858553, 29.823923], [-93.858553, 29.979166], [-94.053284, 29.979166]]]",2017-04-04 23:50:51,can't stand a slutty stupid ass girl bro. Hoes have no morals nowadays.,abusive,"['stand', 'slutty', 'stupid', 'ass', 'girl', 'bro', 'hoe', 'moral', 'nowadays']",-93.95591850000001,29.9015445
36,849769803053056000,,"Riverside, CA",US,"[[[-117.523867, 33.85216], [-117.271365, 33.85216], [-117.271365, 34.019484], [-117.523867, 34.019484]]]",2017-04-05 23:44:43,Holy fuck please read !!!! https://t.co/n4IvBL7CxY,abusive,"['holy', 'fuck', 'read']",-117.397616,33.935822
37,850508935895306240,,"Gilbert, AZ",US,"[[[-111.842244, 33.204608], [-111.634889, 33.204608], [-111.634889, 33.3858215], [-111.842244, 33.3858215]]]",2017-04-08 00:41:46,This idiot rear ended us and drove us I hate people,abusive,"['idiot', 'rear', 'end', 'drive', 'hate', 'people']",-111.73856649999999,33.29521475
38,847925290760318976,,"Webb City, MO",US,"[[[-94.4935065, 37.1015069], [-94.448879, 37.1015069], [-94.448879, 37.1748096], [-94.4935065, 37.1748096]]]",2017-03-31 21:35:17,Talking about prom...\nCam: have you ordered a croissant?\xf0\x9f\xa5\x90\nShe's an idiot\xf0\x9f\x98\x85\xf0\x9f\x98\xad \n@camwowzaa,abusive,"['talk', 'prom', 'order']",-94.47119275,37.138158250000004
39,848724003669913601,,"Florida, USA",US,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]",2017-04-03 02:29:05,I ain't giving no fellatio tosave nobody's life. Y'all nasty asses just wanna hear who give head that's all,abusive,"['fellatio', 'tosave', 'life', 'yall', 'nasty', 'ass', 'wanna', 'hear', 'head']",-83.804475,27.698681999999998
40,850680692610551810,,"Bermuda Dunes, CA",US,"[[[-116.303933, 33.72916], [-116.26507, 33.72916], [-116.26507, 33.759486], [-116.303933, 33.759486]]]",2017-04-08 12:04:16,"Pathetic, I hope the law student sues the hell out of them for discrimination. https://t.co/3pAUTbybGE",hateful,"['pathetic', 'hope', 'law', 'student', 'sue', 'hell', 'discrimination']",-116.2845015,33.744323
41,848660376061399041,,"Shively, KY",US,"[[[-85.8516052, 38.170899], [-85.78059, 38.170899], [-85.78059, 38.2207779], [-85.8516052, 38.2207779]]]",2017-04-02 22:16:15,I'm watching my recordings of home improvement no congratulations for me no nothing the race was boring as hell,abusive,"['watch', 'recording', 'home', 'improvement', 'congratulation', 'race', 'boring', 'hell']",-85.8160976,38.19583845
42,850543480157990912,,"New Orleans, LA",US,"[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]]",2017-04-08 02:59:02,"Wtf, why must my cousin prolong all the fucking time. Be pissing me off!!\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1",abusive,"['wtf', 'cousin', 'prolong', 'fucking', 'time', 'piss']",-90.01100799999999,29.982601
43,850542037304823808,,"Tyler, TX",US,"[[[-95.414773, 32.221406], [-95.219307, 32.221406], [-95.219307, 32.409917], [-95.414773, 32.409917]]]",2017-04-08 02:53:18,I wish you niggas learn to stop fw crazy bitches of you can't deal with come with ha ass !,hateful,"['wish', 'niggas', 'learn', 'stop', 'crazy', 'bitch', 'deal', 'come', 'ass']",-95.31703999999999,32.315661500000004
44,848874038122491905,,"Oswego, NY",US,"[[[-76.565589, 43.428101], [-76.437307, 43.428101], [-76.437307, 43.494352], [-76.565589, 43.494352]]]",2017-04-03 12:25:16,"@NBCNews Our crazy pres is tweeting again, what an idiot",abusive,"['crazy', 'pre', 'tweet', 'idiot']",-76.50144800000001,43.461226499999995
45,848068740155547650,,"Pocatello, ID",US,"[[[-112.496051, 42.806434], [-112.373604, 42.806434], [-112.373604, 42.920598], [-112.496051, 42.920598]]]",2017-04-01 07:05:18,I just need to be fucking 21 already! 32 days to go,abusive,"['need', 'fuck', 'day']",-112.43482749999998,42.863516000000004
46,847471467075981312,,"New Orleans, LA",US,"[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]]",2017-03-30 15:31:57,Aliyah swear to god everybody stupid for a nigga but her,hateful,"['aliyah', 'swear', 'god', 'everybody', 'stupid', 'nigga']",-90.01100799999999,29.982601
47,847646197581885446,,"Lynnwood, WA",US,"[[[-122.3377166, 47.802196], [-122.262542, 47.802196], [-122.262542, 47.8537715], [-122.3377166, 47.8537715]]]",2017-03-31 03:06:16,"""What, you never see a bad ass bitch eat a taco shell before?""",abusive,"['bad', 'ass', 'bitch', 'eat', 'taco', 'shell']",-122.30012930000001,47.82798375
48,849694573991481345,,"Alpharetta, GA",US,"[[[-84.3592169, 34.028083], [-84.201172, 34.028083], [-84.201172, 34.118605], [-84.3592169, 34.118605]]]",2017-04-05 18:45:47,Part 5......meet Olivia's crazy ass friends!!!!! https://t.co/wa2HGDLSvX,normal,"['meet', 'olivia', 'crazy', 'ass', 'friend']",-84.28019445000001,34.073344000000006
49,850807561926262784,,"La Verne, CA",US,"[[[-117.80156, 34.086183], [-117.7331479, 34.086183], [-117.7331479, 34.1653575], [-117.80156, 34.1653575]]]",2017-04-08 20:28:24,How is California gonna survive the war if our citizens aren't allowed to arm themselves with real bad ass weapons when NK or Syria invades,abusive,"['california', 'survive', 'war', 'citizen', 'allow', 'arm', 'real', 'bad', 'ass', 'weapon', 'syria', 'invade']",-117.76735395,34.12577025
50,849782595667865601,,"Trotwood, OH",US,"[[[-84.330503, 39.74629], [-84.25346, 39.74629], [-84.25346, 39.8335678], [-84.330503, 39.8335678]]]",2017-04-06 00:35:33,"Smile,you're on Fucked Uped Camera! https://t.co/dG2X9Bzght",abusive,"['smile', 'youre', 'fucked', 'uped', 'camera']",-84.29198149999999,39.7899289
51,848404607441092608,,"Surprise, AZ",US,"[[[-112.46036, 33.5795655], [-112.298534, 33.5795655], [-112.298534, 33.713743], [-112.46036, 33.713743]]]",2017-04-02 05:19:55,When you didn't do horribly on the hell essay https://t.co/VkAfyp4J93,normal,"['horribly', 'hell', 'essay']",-112.379447,33.64665425
52,850128571242864640,,"Philadelphia, PA",US,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]",2017-04-06 23:30:20,Bloody asshole - Harry Potter https://t.co/rud5lirLya,abusive,"['bloody', 'asshole', 'harry', 'potter']",-75.117998,40.0048655
53,849102539601584129,,"Woodland, CA",US,"[[[-121.802695, 38.640692], [-121.709862, 38.640692], [-121.709862, 38.709344], [-121.802695, 38.709344]]]",2017-04-04 03:33:15,How in the hell do the refs blow a whistle on a rolled ankle!? #NationalChampionship #terrible,abusive,"['hell', 'ref', 'blow', 'whistle', 'roll', 'ankle', 'nationalchampionship', 'terrible']",-121.75627850000001,38.675018
54,850337984452984837,,"Philadelphia, PA",US,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]",2017-04-07 13:22:28,IM CLAIMING EVERY RETARDED SOUL OUT THERE WHO VOTED FOR THIS DICKHEAD,hateful,"['claim', 'retarded', 'soul', 'vote', 'dickhead']",-75.117998,40.0048655
55,849089881213210624,,"Florida, USA",US,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]",2017-04-04 02:42:57,Was a fan of Zayn in NXT... Now he's just boring as piss,abusive,"['fan', 'zayn', 'nxt', 'boring', 'piss']",-83.804475,27.698681999999998
56,850091208353488897,,"Baltimore, MD",US,"[[[-76.7115205, 39.197211], [-76.529443, 39.197211], [-76.529443, 39.372215], [-76.7115205, 39.372215]]]",2017-04-06 21:01:52,Eggs are fucking disgusting https://t.co/ALnQjvyiXR,abusive,"['egg', 'fuck', 'disgust']",-76.62048175000001,39.284712999999996
57,847470695307108353,,"Boone, NC",US,"[[[-81.7384001, 36.183417], [-81.57739, 36.183417], [-81.57739, 36.246767], [-81.7384001, 36.246767]]]",2017-03-30 15:28:53,"Damn it, I made $35 on tinder from stupid dudes and now I'm banned :-(",abusive,"['damn', 'tinder', 'stupid', 'dude', 'ban']",-81.65789505000001,36.215092
58,847650576431161344,,"Baton Rouge, LA",US,"[[[-91.218994, 30.354161], [-90.962605, 30.354161], [-90.962605, 30.5640391], [-91.218994, 30.5640391]]]",2017-03-31 03:23:40,trina &amp; that damn retarded ass accent ! #BFV .,abusive,"['trina', 'amp', 'damn', 'retarded', 'ass', 'accent', 'bfv']",-91.0907995,30.45910005
59,849408367273684992,,"Phillipsburg, NJ",US,"[[[-75.2033684, 40.668686], [-75.146887, 40.668686], [-75.146887, 40.724254], [-75.2033684, 40.724254]]]",2017-04-04 23:48:30,Why does everybody hate pineapple pizza? It's fucking pineapples. On pizza. I don't get it. https://t.co/3B6eDWOmKA,abusive,"['everybody', 'hate', 'pineapple', 'pizza', 'fuck', 'pineapple', 'pizza']",-75.1751277,40.696470000000005
60,848597461534986240,,"Burbank, CA",US,"[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]",2017-04-02 18:06:15,Bogus Fake News reports abound in UK + USA!\nBirds of a feather! https://t.co/xISG4x8PhX,normal,"['bogus', 'fake', 'news', 'report', 'abound', 'feather']",-118.32514515,34.1821598
61,850062632572923905,,"Fort Worth, TX",US,"[[[-97.538285, 32.569477], [-97.033542, 32.569477], [-97.033542, 32.990456], [-97.538285, 32.990456]]]",2017-04-06 19:08:19,Like hell im deactivating! Dis account staying around forever fuckers hold my toxicity and bad opinions sons. https://t.co/CXy4TwEwYA,abusive,"['like', 'hell', 'deactivate', 'dis', 'account', 'stay', 'forever', 'fucker', 'hold', 'toxicity', 'bad', 'opinion', 'son']",-97.28591349999999,32.7799665
62,848058543773274116,,"Highlands Ranch, CO",US,"[[[-105.053666, 39.5033], [-104.899868, 39.5033], [-104.899868, 39.566287], [-105.053666, 39.566287]]]",2017-04-01 06:24:47,I don't like any type of 'holiday'. They turn everyone into fucking idiots.,abusive,"['like', 'type', 'holiday', 'turn', 'fucking', 'idiot']",-104.976767,39.534793500000006
63,850369664018526209,,"Georgia, USA",US,"[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",2017-04-07 15:28:21,I can't believe I stan a bunch of idiots \xf0\x9f\x98\x82\xf0\x9f\x92\x98 https://t.co/7kb4hYIuEl,abusive,"['believe', 'stan', 'bunch', 'idiot']",-83.1738665,32.6782075
64,848430612096667648,,"Mississippi, USA",US,"[[[-91.655009, 30.146096], [-88.097889, 30.146096], [-88.097889, 34.995968], [-91.655009, 34.995968]]]",2017-04-02 07:03:15,"I can get a lil nasty baby , have you ever fucked a savage baby \xf0\x9f\x98\x8c",abusive,"['lil', 'nasty', 'baby', 'fuck', 'savage', 'baby']",-89.87644900000001,32.571032
65,849800387888640000,,"Bloomingdale, FL",US,"[[[-82.29976, 27.857254], [-82.211304, 27.857254], [-82.211304, 27.8937442], [-82.29976, 27.8937442]]]",2017-04-06 01:46:15,The @Rangers official scorer should probably just go home. Dude is fucking horrible at his job.,abusive,"['official', 'scorer', 'probably', 'home', 'dude', 'fuck', 'horrible', 'job']",-82.255532,27.875499100000003
66,848533695531298817,,"Oklahoma City, OK",US,"[[[-97.768683, 35.290722], [-97.335639, 35.290722], [-97.335639, 35.674965], [-97.768683, 35.674965]]]",2017-04-02 13:52:52,Flipping Virgins https://t.co/moU7t3qKQj episode 2.2 the couple are idiots the lady is stupid you're there for the money,abusive,"['flipping', 'virgins', 'episode', 'couple', 'idiot', 'lady', 'stupid', 'money']",-97.552161,35.4828435
67,849804695455633408,,"Brooklyn, NY",US,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]",2017-04-06 02:03:22,Boo boo kitty \xf0\x9f\x90\xb1 is one bad mofo! Bad move trying to take lucifer out u know his ass don't die #Empire https://t.co/AgvFqLedW6,abusive,"['boo', 'boo', 'kitty', 'bad', 'mofo', 'bad', 'try', 'lucifer', 'know', 'ass', 'die', 'empire']",-73.9487755,40.655138
68,848998470518263808,,"Maple Shade, NJ",US,"[[[-75.019226, 39.926809], [-74.966754, 39.926809], [-74.966754, 39.97296], [-75.019226, 39.97296]]]",2017-04-03 20:39:43,I'm fucking sick of people telling me what to do with my life... it's my life I'll figure it out myself.,abusive,"['fuck', 'sick', 'people', 'tell', 'life', 'life', 'figure']",-74.99298999999999,39.949884499999996
69,850515072157851652,,"Newberg, OR",US,"[[[-122.989925, 45.28369], [-122.925614, 45.28369], [-122.925614, 45.3282311], [-122.989925, 45.3282311]]]",2017-04-08 01:06:09,Fucking hell this is awful. https://t.co/gvb9rWHRlz,abusive,"['fucking', 'hell', 'awful']",-122.95776949999998,45.30596055
70,850465730348937220,,"Gainesville, FL",US,"[[[-82.421473, 29.600496], [-82.239066, 29.600496], [-82.239066, 29.745847], [-82.421473, 29.745847]]]",2017-04-07 21:50:05,"Hell ya im to grown to have bad sex, ya body count gotta be 5+ https://t.co/2As4zTlV1F",abusive,"['hell', 'grown', 'bad', 'sex', 'body', 'count']",-82.3302695,29.6731715
71,849300548499243009,,"Detroit, MI",US,"[[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]]",2017-04-04 16:40:04,Mfs hate me in the worst ways &amp; I gives no fucks at all \xf0\x9f\x98\x82\xf0\x9f\x98\x86,abusive,"['mfs', 'hate', 'bad', 'ways', 'amp', 'fuck']",-83.099288,42.3527865
